0.0000000000 0.0000000000
0.0000002500 0.0999990000
0.0000005000 0.1999980000
0.0000007500 0.2999970000
0.0000010000 0.3999960000
0.0000012500 0.4999950000
0.0000015001 0.5999940001
0.0000017502 0.6999930001
0.0000020003 0.7999920001
0.0000022505 0.8999910001
0.0000025007 0.9999900001
0.0000027510 1.0999890001
0.0000030013 1.1999880001
0.0000032517 1.2999870001
0.0000035022 1.3999860001
0.0000037527 1.4999850001
0.0000040033 1.5999840002
0.0000042540 1.6999830002
0.0000045047 1.7999820002
0.0000047556 1.8999810002
0.0000050066 1.9999800002
0.0000052576 2.0999790002
0.0000055088 2.1999780002
0.0000057601 2.2999770002
0.0000060115 2.3999760002
0.0000062630 2.4999750002
0.0000065147 2.5999740003
0.0000067665 2.6999730003
0.0000070184 2.7999720003
0.0000072704 2.8999710003
0.0000075227 2.9999700003
0.0000077750 3.0999690003
0.0000080276 3.1999680003
0.0000082803 3.2999670003
0.0000085331 3.3999660003
0.0000087862 3.4999650003
0.0000090394 3.5999640004
0.0000092928 3.6999630004
0.0000095464 3.7999620004
0.0000098002 3.8999610004
0.0000100543 3.9999600004
0.0000103085 4.0999590004
0.0000105629 4.1999580004
0.0000108175 4.2999570004
0.0000110724 4.3999560004
0.0000113275 4.4999550004
0.0000115829 4.5999540005
0.0000118384 4.6999530005
0.0000120943 4.7999520005
0.0000123503 4.8999510005
0.0000126067 4.9999500005
0.0000128633 5.0999490005
0.0000131201 5.1999480005
0.0000133773 5.2999470005
0.0000136347 5.3999460005
0.0000138924 5.4999450005
0.0000141504 5.5999440006
0.0000144087 5.6999430006
0.0000146673 5.7999420006
0.0000149262 5.8999410006
0.0000151854 5.9999400006
0.0000154450 6.0999390006
0.0000157049 6.1999380006
0.0000159651 6.2999370006
0.0000162256 6.3999360006
0.0000164865 6.4999350006
0.0000167477 6.5999340007
0.0000170093 6.6999330007
0.0000172713 6.7999320007
0.0000175336 6.8999310007
0.0000177963 6.9999300007
0.0000180593 7.0999290007
0.0000183228 7.1999280007
0.0000185867 7.2999270007
0.0000188509 7.3999260007
0.0000191156 7.4999250007
0.0000193806 7.5999240008
0.0000196461 7.6999230008
0.0000199120 7.7999220008
0.0000201784 7.8999210008
0.0000204452 7.9999200008
0.0000207124 8.0999190008
0.0000209800 8.1999180008
0.0000212482 8.2999170008
0.0000215168 8.3999160008
0.0000217858 8.4999150008
0.0000220553 8.5999140009
0.0000223254 8.6999130009
0.0000225959 8.7999120009
0.0000228669 8.8999110009
0.0000231384 8.9999100009
0.0000234104 9.0999090009
0.0000236829 9.1999080009
0.0000239560 9.2999070009
0.0000242296 9.3999060009
0.0000245037 9.4999050009
0.0000247783 9.5999040010
0.0000250536 9.6999030010
0.0000253293 9.7999020010
0.0000256057 9.8999010010
0.0000258826 9.9999000010
0.0000261601 10.0998990010
0.0000264382 10.1998980010
0.0000267169 10.2998970010
0.0000269962 10.3998960010
0.0000272761 10.4998950010
0.0000275566 10.5998940011
0.0000278377 10.6998930011
0.0000281195 10.7998920011
0.0000284019 10.8998910011
0.0000286850 10.9998900011
0.0000289687 11.0998890011
0.0000292531 11.1998880011
0.0000295381 11.2998870011
0.0000298239 11.3998860011
0.0000301103 11.4998850011
0.0000303974 11.5998840012
